Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
21276,Male,47,Divorced,3,High School,Self-Employed,Business,Own,Urban,113300,4108,806,1,1500,6829,0,21836,204,Home,12.38,Secured,Yes,0,14,0.02,1
21277,Male,41,Single,0,Postgraduate,Unemployed,Business,Own,Urban,133711,2713,711,1,35739,6018,0,32066,199,Education,11.6,Secured,No,9,22,0.16,0
21278,Female,39,Married,2,Graduate,Employed,Professional,Own,Urban,123991,1509,842,0,39555,1417,1,36180,162,Personal,8.02,Secured,Yes,7,19,0.51,1
21279,Male,47,Divorced,1,High School,Self-Employed,Business,Rent,Urban,117824,4565,791,0,48471,20492,0,27258,71,Home,4.14,Secured,Yes,6,7,0.18,1
21280,Male,30,Married,2,High School,Self-Employed,Business,Rent,Urban,51057,3201,728,2,25314,21458,0,20000,163,Personal,9.6,Secured,No,3,13,0.69,1
21281,Female,40,Single,0,Graduate,Employed,Professional,Rent,Suburban,116758,4450,715,1,41217,7389,0,22342,237,Personal,11.4,Unsecured,Yes,6,22,0.89,1
21282,Male,31,Single,0,Postgraduate,Unemployed,Professional,Rent,Urban,50589,2848,424,1,47327,16044,0,15115,119,Home,14.25,Secured,No,5,20,0.79,0
21283,Male,28,Single,2,Postgraduate,Self-Employed,Professional,Own,Urban,118613,3662,812,0,49448,11845,0,29534,239,Vehicle,7.26,Secured,Yes,5,16,0.2,1
21284,Male,23,Single,3,Postgraduate,Self-Employed,Professional,Own,Suburban,31353,517,459,1,48621,9745,0,6565,53,Personal,5.25,Unsecured,Yes,0,22,0.42,1
21285,Male,28,Single,0,High School,Unemployed,Freelancer,Rent,Urban,93506,977,767,0,44740,16413,0,23590,147,Personal,7.4,Unsecured,Yes,3,13,0.38,1
21286,Male,22,Married,0,High School,Employed,Professional,Own,Urban,66746,2891,558,2,48541,8281,0,10321,115,Home,9.43,Secured,Yes,2,24,0.05,0
21287,Female,52,Single,1,Graduate,Employed,Salaried,Own,Rural,50496,3163,469,2,47464,9548,0,14506,104,Education,12.15,Unsecured,No,8,18,0.09,0
21288,Male,33,Divorced,0,Postgraduate,Employed,Professional,Own,Urban,117403,3599,723,2,3100,12750,0,20734,92,Vehicle,13.89,Unsecured,Yes,2,24,0.6,1
21289,Male,41,Single,2,Graduate,Self-Employed,Business,Rent,Urban,68508,1183,838,2,11170,13306,0,20279,229,Education,7.44,Unsecured,No,9,15,0.76,0
21290,Female,47,Married,1,High School,Employed,Professional,Own,Suburban,54951,2682,784,2,11017,9121,0,20000,130,Education,7.76,Unsecured,No,2,25,0.24,0
21291,Female,22,Married,2,Postgraduate,Self-Employed,Business,Rent,Suburban,53295,2389,346,2,8173,14191,0,15881,35,Personal,8.87,Secured,Yes,9,12,0.04,0
21292,Female,49,Single,3,High School,Self-Employed,Business,Own,Urban,136183,3439,787,1,29628,24763,0,40495,210,Vehicle,9.62,Unsecured,Yes,1,10,0.35,0
21293,Male,37,Married,1,Graduate,Self-Employed,Business,Other,Urban,142003,2707,845,2,9629,17083,0,23040,209,Education,11.75,Secured,No,5,5,0.9,1
21294,Female,42,Single,0,Postgraduate,Self-Employed,Salaried,Own,Suburban,68560,1188,782,0,11507,24834,0,20030,201,Education,6.36,Unsecured,Yes,4,17,0.03,1
21295,Male,55,Married,3,Graduate,Self-Employed,Freelancer,Rent,Urban,65992,3464,490,1,39417,3244,0,25547,205,Education,4.35,Unsecured,No,8,23,0.44,0
21296,Female,27,Single,0,Postgraduate,Employed,Business,Own,Urban,67755,3362,735,2,13201,4637,1,20060,173,Education,10.21,Unsecured,Yes,9,10,0.53,1
21297,Female,44,Married,3,Graduate,Self-Employed,Business,Own,Urban,103224,4916,830,1,48229,27831,0,29347,43,Vehicle,12.67,Unsecured,Yes,3,18,0.67,1
21298,Male,44,Divorced,1,High School,Employed,Business,Rent,Urban,91050,3985,789,2,3323,19786,0,20796,220,Home,6.08,Unsecured,No,4,18,0.25,1
21299,Male,42,Married,3,Graduate,Self-Employed,Business,Own,Urban,104304,4313,747,2,27785,27652,0,22051,69,Personal,9.94,Secured,No,9,9,0.87,0
21300,Female,41,Single,1,High School,Employed,Salaried,Own,Suburban,121519,4274,849,0,1973,28033,1,31080,208,Education,11.12,Secured,No,6,17,0.06,1
21301,Male,43,Single,3,High School,Self-Employed,Professional,Other,Suburban,121672,4692,726,0,39891,228,0,33803,181,Home,9.52,Secured,Yes,7,20,0.56,1
21302,Female,32,Single,1,High School,Self-Employed,Professional,Rent,Suburban,21256,684,351,2,21394,24450,0,5259,156,Personal,9.47,Unsecured,Yes,1,26,0.7,0
21303,Male,29,Married,3,Postgraduate,Self-Employed,Freelancer,Own,Suburban,40463,4791,522,1,5573,4710,0,12778,119,Home,9.1,Unsecured,No,0,9,0.36,0
21304,Female,28,Married,3,High School,Self-Employed,Business,Own,Urban,47817,2263,343,2,25512,17305,0,14918,113,Home,14.96,Unsecured,Yes,6,7,0.51,0
21305,Male,34,Married,3,High School,Employed,Salaried,Own,Rural,54324,2438,838,1,9660,10335,0,20000,106,Vehicle,3.56,Unsecured,Yes,5,10,0.53,0
21306,Female,25,Single,1,Graduate,Employed,Business,Own,Suburban,26579,3897,509,1,31565,3318,0,5471,156,Home,10.34,Unsecured,No,8,28,0.86,1
21307,Male,27,Married,3,High School,Employed,Business,Rent,Suburban,139809,804,805,0,36678,677,0,29699,174,Home,7.8,Unsecured,Yes,2,25,0.48,1
21308,Female,25,Divorced,1,Postgraduate,Employed,Freelancer,Own,Suburban,139898,3897,758,2,9769,13049,0,27860,23,Home,12.61,Unsecured,Yes,9,5,0.31,1
21309,Male,69,Married,0,High School,Employed,Business,Rent,Suburban,48980,2865,586,0,17384,23308,0,6429,79,Vehicle,6.82,Unsecured,No,6,19,0.29,0
21310,Male,42,Single,1,Postgraduate,Self-Employed,Business,Rent,Urban,37917,1414,505,0,25505,6351,0,8734,180,Home,12.23,Unsecured,No,4,11,0.03,0
21311,Male,30,Married,3,Postgraduate,Self-Employed,Salaried,Other,Suburban,103327,4742,807,1,45915,22223,1,20367,70,Personal,5.83,Unsecured,Yes,6,18,0.55,1
21312,Male,58,Single,3,High School,Self-Employed,Freelancer,Own,Rural,27307,1192,468,1,43221,6554,0,10266,58,Personal,5.1,Secured,No,6,20,0.08,0
21313,Male,34,Married,3,Postgraduate,Employed,Freelancer,Other,Urban,29801,2579,409,2,268,392,0,10507,140,Home,4.92,Secured,Yes,0,8,0.66,0
21314,Female,41,Married,2,High School,Employed,Salaried,Other,Urban,89463,984,749,2,31767,14044,0,20358,172,Home,14.74,Unsecured,No,5,20,0.57,1
21315,Female,46,Single,3,High School,Unemployed,Salaried,Rent,Urban,50018,589,702,2,33838,19090,0,20000,75,Vehicle,9.74,Unsecured,Yes,4,28,0.85,1
21316,Male,60,Married,0,Graduate,Employed,Freelancer,Rent,Urban,53935,3748,479,1,6905,21980,0,16144,34,Education,14.68,Unsecured,No,4,18,0.31,0
21317,Male,27,Married,1,Graduate,Employed,Freelancer,Rent,Suburban,129219,3567,843,1,32344,20299,1,23427,90,Personal,7.96,Unsecured,No,9,25,0.65,1
21318,Female,48,Married,3,High School,Employed,Salaried,Own,Urban,92240,4424,806,0,24342,6446,1,25606,136,Education,12.93,Unsecured,Yes,5,10,0.6,1
21319,Female,37,Married,3,High School,Self-Employed,Professional,Own,Urban,41311,2212,393,2,29757,26759,0,11069,65,Home,11.55,Secured,Yes,2,10,0.87,0
21320,Male,39,Married,2,High School,Employed,Professional,Other,Urban,138940,1668,750,2,2150,10652,0,32098,79,Personal,8.02,Secured,Yes,5,11,0.17,1
21321,Female,37,Divorced,0,High School,Employed,Salaried,Own,Suburban,60725,1707,848,2,47409,13362,0,20000,61,Home,12.2,Unsecured,Yes,4,28,0.37,1
21322,Female,37,Married,2,High School,Employed,Freelancer,Rent,Urban,89497,3625,772,0,12019,28966,0,20068,238,Vehicle,9.09,Secured,Yes,6,6,0.19,1
21323,Male,33,Single,0,High School,Employed,Freelancer,Own,Rural,114223,2351,709,2,19225,14217,0,29139,227,Vehicle,14.88,Unsecured,Yes,1,13,0,1
21324,Female,23,Married,1,Graduate,Employed,Professional,Own,Urban,48002,3232,328,0,20162,8006,0,17758,173,Home,4.91,Secured,No,4,25,0.67,0
21325,Male,42,Single,1,Graduate,Unemployed,Freelancer,Own,Urban,73320,1183,771,0,38590,6789,1,20679,40,Education,7.49,Unsecured,No,6,22,0.27,1
21326,Female,41,Married,0,Graduate,Self-Employed,Freelancer,Own,Suburban,67747,4254,834,0,8419,23437,0,20031,177,Home,10.96,Secured,No,0,17,0.08,1
21327,Female,59,Single,0,Graduate,Employed,Professional,Own,Urban,45965,3675,397,0,4297,21869,0,12366,110,Home,7.94,Secured,No,1,16,0.86,0
21328,Male,19,Single,1,Graduate,Employed,Professional,Own,Urban,57529,4431,517,0,5214,24671,0,10333,181,Home,10.95,Secured,Yes,2,23,0.03,0
21329,Male,25,Single,2,High School,Self-Employed,Salaried,Own,Suburban,141891,624,767,2,12928,12392,0,25650,132,Education,5.82,Unsecured,Yes,3,22,0.74,1
21330,Male,31,Single,2,Postgraduate,Self-Employed,Professional,Own,Suburban,27765,1697,320,2,2150,19902,0,10427,117,Education,5.29,Unsecured,No,3,20,0.57,1
21331,Male,32,Single,2,Graduate,Self-Employed,Professional,Other,Suburban,58578,1889,816,0,33352,3044,0,20000,231,Home,11.32,Secured,Yes,5,25,0.33,1
21332,Female,42,Married,2,Postgraduate,Employed,Salaried,Rent,Urban,94672,857,721,0,12629,9725,0,21958,116,Personal,11.43,Secured,No,3,20,0.35,1
21333,Female,33,Married,2,High School,Employed,Salaried,Own,Urban,103328,3684,739,1,37283,12743,1,24115,226,Home,14.02,Secured,Yes,1,26,0.71,1
21334,Male,39,Single,2,Graduate,Unemployed,Business,Rent,Rural,68791,4004,716,2,28648,10245,1,20144,105,Home,9.06,Secured,No,7,26,0.77,1
21335,Female,49,Married,1,High School,Employed,Professional,Rent,Urban,55834,2126,796,1,41911,10099,0,20000,178,Home,12.74,Secured,Yes,9,10,0.42,1
21336,Male,49,Married,3,Postgraduate,Employed,Professional,Rent,Urban,50534,659,783,0,5751,12946,0,20000,73,Personal,10.32,Unsecured,Yes,3,29,0.17,1
21337,Female,34,Divorced,2,Postgraduate,Unemployed,Freelancer,Own,Suburban,51011,1758,792,0,16332,20136,0,20000,41,Personal,12.95,Unsecured,Yes,1,22,0.64,1
21338,Female,30,Married,2,High School,Unemployed,Freelancer,Own,Urban,94335,997,724,2,17696,11239,0,24942,226,Personal,4.07,Unsecured,No,3,8,0.93,1
21339,Male,32,Single,2,High School,Self-Employed,Business,Own,Suburban,84987,2515,825,0,43835,7636,1,25031,23,Vehicle,13.12,Unsecured,No,0,16,0.02,1
21340,Female,34,Married,1,Graduate,Employed,Salaried,Rent,Suburban,122577,2962,768,2,18416,9285,0,29166,98,Personal,14.67,Secured,Yes,6,12,0.04,1
21341,Male,43,Married,3,Postgraduate,Employed,Freelancer,Own,Suburban,137702,3719,820,2,41206,26941,0,29122,206,Vehicle,8.89,Secured,No,4,6,0.83,1
21342,Male,35,Single,3,High School,Self-Employed,Freelancer,Own,Suburban,131493,3866,834,1,966,15515,0,27741,205,Home,5.4,Secured,No,2,12,0.19,1
21343,Male,37,Single,0,Graduate,Unemployed,Salaried,Rent,Urban,87450,3408,821,0,3030,25718,0,20417,132,Vehicle,7.47,Unsecured,No,5,29,0.36,1
21344,Male,49,Married,3,Graduate,Unemployed,Salaried,Own,Urban,84005,2063,776,1,34552,847,0,22166,131,Home,8.3,Secured,No,3,6,0.02,1
21345,Male,49,Single,3,High School,Employed,Salaried,Own,Urban,125313,3497,758,1,13480,10153,1,27790,156,Home,13.7,Unsecured,No,7,21,0.91,0
21346,Female,34,Married,3,Postgraduate,Employed,Freelancer,Own,Suburban,146686,2478,815,1,20822,17932,0,20604,120,Education,5.61,Unsecured,No,3,7,0.02,0
21347,Male,48,Married,1,Postgraduate,Employed,Freelancer,Rent,Urban,49994,4096,503,0,25464,8286,0,8296,202,Vehicle,14.31,Unsecured,Yes,5,28,0.81,0
21348,Female,64,Married,3,Graduate,Employed,Freelancer,Own,Urban,68001,4997,557,1,38945,17350,1,22837,183,Home,4.58,Secured,No,9,7,0.15,0
21349,Female,22,Divorced,3,High School,Unemployed,Business,Rent,Urban,21517,771,575,1,16692,28680,0,7197,203,Home,10.32,Unsecured,Yes,6,18,0.72,0
21350,Male,38,Married,2,Graduate,Self-Employed,Freelancer,Own,Urban,94305,1096,749,0,32672,23950,0,23246,182,Education,8.91,Unsecured,No,1,7,0.45,1
21351,Female,39,Single,1,Graduate,Employed,Salaried,Own,Rural,126218,3271,829,2,11524,12040,0,25234,175,Education,12.7,Secured,Yes,6,23,0.84,0
21352,Female,33,Single,1,High School,Employed,Business,Rent,Urban,60320,1113,847,2,683,451,1,20000,190,Vehicle,14.87,Secured,Yes,1,16,0.38,1
21353,Female,59,Married,1,Postgraduate,Employed,Business,Rent,Urban,38533,1484,441,1,10092,15952,0,11857,231,Home,7.42,Unsecured,Yes,2,6,0.38,0
21354,Male,32,Divorced,1,Graduate,Self-Employed,Business,Own,Suburban,134695,3335,768,2,12246,18410,1,34349,84,Home,5.88,Secured,No,0,8,0.08,1
21355,Female,36,Married,0,Graduate,Self-Employed,Professional,Own,Urban,115606,2097,834,1,753,19349,0,31621,122,Home,13.54,Unsecured,No,4,13,0.13,1
21356,Female,37,Single,3,High School,Self-Employed,Professional,Own,Urban,145813,3711,751,2,8063,25251,0,27556,12,Home,11.39,Unsecured,No,4,20,0.73,1
21357,Female,24,Married,0,Postgraduate,Unemployed,Salaried,Own,Urban,50683,3942,551,1,25433,29525,0,18337,27,Home,11.27,Unsecured,No,5,19,0.31,0
21358,Male,28,Divorced,2,High School,Self-Employed,Freelancer,Own,Suburban,145162,2775,833,2,11131,23865,0,28161,81,Home,3.89,Secured,Yes,6,19,0.25,1
21359,Female,45,Single,0,High School,Self-Employed,Freelancer,Rent,Urban,119934,2692,803,2,3729,25576,0,34849,193,Home,11.89,Secured,No,4,27,0.68,1
21360,Female,34,Married,3,Postgraduate,Self-Employed,Freelancer,Own,Suburban,57436,2147,350,0,13888,25072,0,5874,200,Personal,14.31,Unsecured,No,4,15,0.15,0
21361,Male,45,Married,0,High School,Employed,Professional,Own,Suburban,72389,3032,772,2,46586,24549,1,20368,48,Education,7.94,Unsecured,No,8,5,0.08,1
21362,Female,26,Married,0,High School,Employed,Freelancer,Rent,Urban,140008,4011,820,2,19451,16762,1,26692,210,Vehicle,8.07,Unsecured,Yes,6,6,0.73,1
21363,Female,25,Married,2,High School,Employed,Salaried,Rent,Rural,100307,3043,717,1,18660,3245,0,26177,122,Home,12.02,Secured,No,0,20,0.42,1
21364,Female,35,Married,2,Graduate,Self-Employed,Professional,Rent,Urban,128979,3979,754,2,12196,23750,1,33104,127,Home,10.56,Unsecured,No,4,15,0.61,1
21365,Male,26,Single,1,High School,Self-Employed,Professional,Rent,Urban,144525,3096,725,1,26457,7873,0,35481,90,Personal,4.65,Unsecured,No,5,21,0.84,1
21366,Male,35,Single,1,Graduate,Employed,Salaried,Own,Suburban,132589,1705,760,2,10783,17849,1,27168,135,Education,5.86,Unsecured,Yes,3,26,0.36,1
21367,Female,32,Single,3,Graduate,Self-Employed,Freelancer,Own,Suburban,65934,2382,758,1,32736,850,0,20000,38,Home,7.32,Unsecured,Yes,0,14,0.14,1
21368,Female,62,Divorced,2,Postgraduate,Employed,Salaried,Rent,Suburban,49589,1644,445,1,24912,10525,0,16039,223,Vehicle,3.95,Unsecured,Yes,6,25,0.45,0
21369,Female,46,Married,2,Postgraduate,Self-Employed,Salaried,Rent,Suburban,74468,1406,763,1,46841,2504,1,22290,101,Vehicle,6.14,Unsecured,Yes,0,20,0.02,1
21370,Male,30,Single,1,Graduate,Employed,Professional,Rent,Urban,149518,4672,735,0,28745,10325,0,33253,144,Education,5.85,Unsecured,Yes,4,19,0.45,1
21371,Female,33,Married,3,Postgraduate,Self-Employed,Professional,Other,Urban,61575,2900,724,0,11620,6801,0,20000,231,Vehicle,14.65,Unsecured,No,4,15,0.69,1
21372,Male,67,Divorced,1,High School,Unemployed,Freelancer,Rent,Suburban,65881,4161,476,0,36292,15582,0,17217,236,Home,5.17,Secured,No,3,17,0.2,0
21373,Male,25,Married,3,High School,Employed,Freelancer,Rent,Urban,129355,1094,737,2,34296,9900,1,21640,171,Vehicle,7.85,Unsecured,Yes,5,28,0.4,1
21374,Female,45,Divorced,0,Graduate,Employed,Business,Own,Rural,142852,2735,749,0,38929,1842,0,28999,113,Home,7.7,Unsecured,No,5,8,0.44,1
21375,Female,37,Married,1,Postgraduate,Employed,Freelancer,Own,Rural,98005,510,746,2,3869,18495,0,21740,213,Personal,11.36,Unsecured,Yes,2,15,0.52,0
21376,Female,28,Single,2,Graduate,Employed,Salaried,Rent,Urban,149836,4475,700,2,47516,13204,1,32213,91,Education,12.64,Unsecured,No,8,13,0.92,1
21377,Male,28,Married,3,High School,Employed,Professional,Own,Urban,64921,4138,738,2,32967,26527,0,20000,144,Home,7.64,Secured,Yes,9,9,0.98,1
21378,Female,32,Married,2,Graduate,Unemployed,Salaried,Own,Rural,51482,2979,501,0,47229,10623,1,5273,117,Education,12.87,Secured,No,2,19,0.53,0
21379,Male,48,Single,2,Graduate,Employed,Professional,Own,Urban,148291,2648,818,2,4460,4902,0,20460,227,Home,6.9,Secured,No,2,8,0.43,1
21380,Female,67,Single,0,High School,Employed,Salaried,Rent,Urban,54437,3094,596,2,601,25281,0,15304,236,Education,8.53,Secured,Yes,9,11,0.63,0
21381,Female,38,Divorced,2,Graduate,Employed,Freelancer,Own,Urban,105800,1882,844,2,798,22217,0,30088,126,Education,5.2,Unsecured,Yes,1,15,0.46,1
21382,Female,66,Single,1,Postgraduate,Unemployed,Salaried,Rent,Suburban,45246,3621,381,2,3465,12048,0,17790,65,Vehicle,11.8,Unsecured,Yes,2,20,0.65,0
21383,Female,42,Single,0,High School,Employed,Freelancer,Other,Suburban,80256,2640,749,2,29926,1840,0,22473,83,Vehicle,12.56,Unsecured,Yes,0,13,0.95,0
21384,Female,35,Single,1,High School,Employed,Business,Own,Urban,104115,1524,708,2,42648,27021,1,30420,232,Education,4.01,Secured,Yes,1,21,0.31,1
21385,Male,37,Married,0,Graduate,Unemployed,Freelancer,Rent,Urban,138624,4097,842,1,27725,9195,0,35500,177,Home,5.94,Unsecured,Yes,6,27,0.94,1
21386,Female,40,Single,2,Postgraduate,Unemployed,Salaried,Rent,Suburban,55930,2429,803,1,46916,10193,0,20000,49,Education,12.86,Secured,Yes,4,19,0.99,1
21387,Male,32,Single,0,Graduate,Employed,Salaried,Rent,Urban,50746,4230,404,2,46918,7785,0,5411,44,Education,9.16,Unsecured,No,6,12,0.82,0
21388,Female,35,Single,3,High School,Employed,Freelancer,Other,Suburban,149411,2242,741,2,49472,12205,0,41101,142,Personal,9.13,Unsecured,No,4,29,0.91,1
21389,Female,35,Married,3,High School,Self-Employed,Salaried,Own,Urban,80534,817,762,1,30897,25179,0,22202,39,Home,10.16,Unsecured,No,5,13,0.72,1
21390,Female,49,Married,0,High School,Employed,Freelancer,Own,Urban,77798,1584,833,1,17849,27986,0,23089,39,Home,12.55,Unsecured,Yes,8,29,0.27,0
21391,Female,44,Married,1,Graduate,Unemployed,Professional,Own,Urban,55444,3394,358,0,16222,14956,0,11190,174,Home,14.15,Unsecured,Yes,7,26,0.64,0
21392,Female,47,Married,1,High School,Employed,Freelancer,Rent,Urban,119177,4314,713,2,36770,12612,0,20258,200,Personal,11.44,Secured,No,9,7,0.14,1
21393,Male,21,Married,1,High School,Self-Employed,Business,Rent,Urban,55499,623,361,0,6878,17981,0,18788,131,Home,10.85,Unsecured,No,5,15,0.44,0
21394,Female,43,Single,0,Graduate,Self-Employed,Salaried,Own,Suburban,43642,2560,584,1,41846,26832,0,7580,125,Home,7.82,Unsecured,No,8,5,0.2,1
21395,Female,43,Single,0,High School,Self-Employed,Freelancer,Own,Urban,52296,3252,376,1,46411,23337,0,8993,136,Education,4.98,Secured,Yes,3,16,0.56,0
21396,Male,39,Married,3,Graduate,Unemployed,Professional,Rent,Urban,132036,1430,837,2,29238,3775,1,29220,195,Home,3.84,Secured,Yes,3,29,0.81,1
21397,Male,34,Divorced,1,High School,Self-Employed,Freelancer,Rent,Urban,50677,4997,844,1,33414,16393,0,20000,138,Vehicle,13.72,Secured,Yes,4,9,0.38,1
21398,Female,37,Married,1,High School,Self-Employed,Salaried,Rent,Suburban,60034,1518,810,0,20898,24752,0,20000,165,Home,14.64,Secured,Yes,2,7,0.27,1
21399,Male,39,Single,2,Graduate,Employed,Freelancer,Own,Suburban,60998,2838,308,1,28971,16414,1,5135,65,Education,8.56,Unsecured,No,1,8,0.84,0
21400,Female,65,Single,2,Graduate,Employed,Salaried,Rent,Urban,38286,1558,587,0,32124,9886,0,10159,159,Home,6.86,Unsecured,No,6,5,0.96,0
21401,Male,32,Single,1,Graduate,Unemployed,Salaried,Own,Urban,106914,690,707,0,13848,27165,0,25314,50,Home,3.99,Secured,Yes,4,8,0.45,1
21402,Female,38,Single,1,Graduate,Unemployed,Business,Own,Suburban,44146,2286,366,2,46748,7271,0,16426,98,Education,4.73,Secured,No,2,21,0.86,0
21403,Female,35,Single,0,Graduate,Self-Employed,Business,Rent,Urban,140112,2808,829,1,45691,23463,0,26291,194,Personal,7.52,Unsecured,Yes,1,23,0.61,1
21404,Female,26,Single,2,Postgraduate,Employed,Freelancer,Rent,Urban,60753,3798,830,1,31061,4850,0,20000,217,Home,4.43,Unsecured,No,2,5,0.1,1
21405,Female,35,Married,2,High School,Employed,Business,Own,Urban,113368,4929,775,1,39457,4270,1,28184,134,Home,5.69,Secured,Yes,3,11,0.91,1
21406,Female,43,Married,1,Postgraduate,Unemployed,Salaried,Own,Urban,41551,2762,334,1,10568,19062,0,8471,144,Home,8.7,Unsecured,No,6,23,0.59,0
21407,Female,58,Married,2,High School,Self-Employed,Professional,Own,Urban,44488,3259,582,1,47677,24418,0,6414,28,Education,5.33,Unsecured,No,0,7,0.77,0
21408,Male,32,Married,3,High School,Employed,Business,Other,Suburban,48708,2683,481,1,36003,16223,0,5038,130,Home,10.79,Unsecured,No,2,8,0.28,0
21409,Female,69,Married,2,High School,Unemployed,Business,Own,Urban,65424,2379,565,0,49911,28616,0,15733,145,Education,5.79,Secured,No,9,24,0.96,0
21410,Male,37,Single,0,Graduate,Employed,Business,Own,Suburban,59308,4729,792,2,31248,29164,0,20000,127,Education,7.39,Unsecured,No,6,12,0.1,1
21411,Female,32,Single,0,Graduate,Employed,Freelancer,Own,Suburban,49758,2965,451,0,14831,29593,1,7175,29,Personal,12.52,Unsecured,No,7,10,0.36,0
21412,Female,48,Single,1,High School,Self-Employed,Business,Own,Urban,100519,3452,780,1,43086,2925,0,29080,172,Personal,7.95,Unsecured,Yes,8,9,0.03,1
21413,Male,67,Married,1,Postgraduate,Unemployed,Professional,Own,Urban,51695,4417,574,1,15371,17179,0,11924,74,Vehicle,4.33,Secured,Yes,2,23,0.85,0
21414,Male,68,Married,2,High School,Self-Employed,Freelancer,Own,Urban,69375,3887,576,0,22455,10740,0,8786,115,Personal,13.53,Secured,Yes,2,10,0.91,0
21415,Male,30,Single,2,High School,Self-Employed,Business,Rent,Urban,103371,1343,810,2,11519,17451,0,29694,32,Education,14.36,Secured,No,3,15,0.96,0
21416,Female,42,Single,2,High School,Self-Employed,Freelancer,Own,Rural,130758,4683,780,0,29657,21631,0,28483,127,Education,10.67,Unsecured,Yes,1,20,0.75,1
21417,Female,43,Single,3,Postgraduate,Employed,Professional,Rent,Suburban,120157,1856,768,2,12001,9786,0,31126,35,Personal,5.61,Secured,No,5,29,0.31,1
21418,Male,61,Married,1,Graduate,Employed,Professional,Own,Urban,36510,3678,580,1,27094,28728,0,7178,141,Home,11.52,Secured,No,4,27,0.21,0
21419,Male,36,Married,2,High School,Employed,Freelancer,Rent,Suburban,62527,1207,719,2,18407,29039,0,20000,115,Home,11.66,Secured,Yes,8,13,0.98,1
21420,Female,35,Married,0,Graduate,Employed,Business,Own,Suburban,123258,2282,708,0,5919,4118,1,25229,84,Home,10.18,Secured,Yes,5,15,0.51,1
21421,Female,29,Married,3,Graduate,Self-Employed,Freelancer,Own,Urban,65819,2440,455,1,14904,12815,0,15259,157,Personal,11.22,Secured,Yes,9,21,0.86,0
21422,Female,47,Married,1,High School,Unemployed,Freelancer,Own,Urban,60853,3815,774,0,40102,4500,0,20000,163,Home,5.3,Secured,No,7,21,0.24,1
21423,Male,25,Married,1,High School,Unemployed,Salaried,Other,Urban,122830,1639,797,1,20356,695,1,35409,122,Home,8.15,Secured,Yes,8,29,0.09,1
21424,Female,31,Single,3,High School,Employed,Business,Rent,Urban,96147,2521,736,1,4629,1369,0,25904,117,Vehicle,14.49,Secured,Yes,0,27,0.68,1
21425,Female,47,Divorced,3,Graduate,Employed,Freelancer,Own,Urban,55289,2743,803,1,47868,2955,0,20000,56,Home,11.78,Secured,No,7,19,0.36,1
21426,Female,42,Married,0,High School,Employed,Professional,Own,Urban,22597,631,559,1,34538,21394,1,6954,17,Personal,11.54,Secured,Yes,3,28,0.55,1
21427,Male,40,Married,1,Graduate,Self-Employed,Professional,Own,Urban,75356,2245,700,2,8244,28148,1,21578,22,Home,11.02,Unsecured,Yes,2,12,0.18,1
21428,Female,36,Married,2,Graduate,Employed,Salaried,Own,Suburban,94372,2094,822,1,29206,471,0,28280,183,Vehicle,9.84,Unsecured,Yes,7,9,0.04,0
21429,Male,45,Single,3,Graduate,Employed,Freelancer,Rent,Suburban,64482,1150,796,0,16389,15658,0,20000,118,Home,6.32,Secured,Yes,4,23,0.59,1
21430,Male,35,Married,1,Postgraduate,Self-Employed,Freelancer,Rent,Urban,97966,2462,714,0,9318,4023,0,22703,223,Personal,11.94,Secured,Yes,4,21,0.89,1
21431,Female,41,Married,2,Graduate,Self-Employed,Business,Own,Suburban,23947,860,301,0,40937,19,1,5963,132,Vehicle,3.67,Unsecured,No,7,8,0.1,0
21432,Female,29,Married,2,High School,Unemployed,Salaried,Own,Urban,46671,1330,577,2,1253,27419,0,11874,106,Home,5.11,Unsecured,No,5,28,0.93,1
21433,Female,27,Married,1,Postgraduate,Employed,Business,Other,Urban,133471,903,754,0,10813,16609,0,38831,216,Personal,5.16,Secured,No,3,24,0.15,0
21434,Male,25,Married,2,Graduate,Self-Employed,Professional,Rent,Urban,119056,2514,818,1,17780,17135,0,26423,142,Home,7.46,Unsecured,Yes,8,21,0.85,1
21435,Female,37,Single,1,High School,Self-Employed,Salaried,Own,Urban,108602,4077,739,0,11826,12576,0,25526,12,Home,3.53,Unsecured,Yes,6,14,0.56,1
21436,Male,26,Divorced,2,High School,Employed,Professional,Own,Urban,78280,1809,795,1,30872,27963,0,23153,95,Education,14.41,Secured,Yes,1,9,0.12,1
21437,Male,45,Married,2,Graduate,Unemployed,Freelancer,Own,Urban,79682,1684,714,2,24224,2638,1,20614,183,Education,4.99,Unsecured,No,6,17,0.21,0
21438,Female,59,Single,0,High School,Unemployed,Professional,Rent,Urban,66030,1261,564,0,27851,24500,0,11259,119,Education,10.08,Unsecured,No,6,11,0.87,0
21439,Female,36,Single,3,Graduate,Employed,Freelancer,Own,Rural,116523,1583,708,1,2732,21825,0,23277,125,Vehicle,9.42,Secured,Yes,9,16,0.49,1
